example_id,task_type,answer_type,prompt,answer
mmlu_social_science_00109_sociology,social_science,choice,"A sect is organised around:
A. beliefs that can be challenged by members, a charismatic leader, and openness to new recruits
B. tolerance towards other religions and the separation of church and state
C. voluntary membership, democratic leadership, and high levels of emotional commitment
D. the idea of the secular world itself as being sacred",C
gsm8k_00070,math,number,"A truck driver’s heavy semi truck can go 3 miles per gallon of gas. The truck driver needs to put gas in his truck at one gas station, but wants to put the minimum amount he needs to get him to a much cheaper gas station 90 miles away. He already has 12 gallons of gas in his tank. How many more gallons does the truck driver need to put in his semi to make it to the cheaper gas station?",18
strategyqa_0abc0874b74e714f943e,commonsense,yesno,Did Northwest Airlines' longevity surpass Betty White? Answer yes or no.,no
gsm8k_00013,math,number,"Andrew bought 750 stickers. He shared some of his stickers with his friends, Daniel and Fred.  Daniel received 250 stickers, while Fred received 120 more stickers than Daniel.   He kept the remaining stickers. How many stickers did Andrew keep?",130
strategyqa_2e80843bfed38cc06df2,commonsense,yesno,Is letter C crucial to spelling the two most common words in English language? Answer yes or no.,no
sciq_00016,science,choice,"What might a scientist do to confirm the work of another?
A. study their work
B. replicate their work
C. develop a completely different experiment
D. question their methods",B
sciq_00008,science,choice,"Attraction of a material by a magnet is an example of what type of property?
A. thermal
B. physical
C. chemical
D. transitive",B
strategyqa_23bde1810c6afe6f916c,commonsense,yesno,Did anyone in the 1912 election take a majority of the popular vote? Answer yes or no.,no
strategyqa_38a0f2619ec98ba7fbd5,commonsense,yesno,Would a binge watch of entire Young and the Restless take longer than a leap year? Answer yes or no.,yes
gsm8k_00042,math,number,"Abigail thinks she has some lost some money out of her purse. She had $11 in her purse at the start of the day, and she spent $2 in a store. If she now has $3 left, how much money has she lost?",6
gsm8k_00107,math,number,"A tailor purchased buttons for the clothes. She bought 90 green buttons, 10 more yellow buttons than the green buttons, and 5 fewer blue buttons than the green buttons. How many buttons did the tailor purchase?",275
gsm8k_00048,math,number,"There were students from three different schools taking part in a debate organized by the town's mayor on a stage. The first school had twice as many students as the second school, and the second school had 40 more students than the third school. If the third school had 200 students, and after the debate was over, every student shook the mayor's hand, calculate the total number of students who shook the mayor's hand on the stage.",920
mmlu_social_science_00082_sociology,social_science,choice,"The rise of new social movements indicates that:
A. people vote according to pragmatic issues and concerns
B. consumer identities are more important than class identities
C. personal, cultural and environmental issues can mobilise political consciousness just as much as economic interests
D. all of the above",D
gsm8k_00072,math,number,"Christine and Rachel went strawberry picking.  They want to make pies and need 3 pounds of strawberries per pie.  Christine picked 10 pounds of strawberries and Rachel picked twice as much as Rachel.  Together, how many pies can they make?",10
strategyqa_a843854a5eabf03cf56f,commonsense,yesno,Can music be used as a weapon? Answer yes or no.,yes
strategyqa_60fe2d35b5abf0f0652a,commonsense,yesno,Does Alec Baldwin have more children than Clint Eastwood? Answer yes or no.,no
mmlu_humanities_00073_philosophy,humanities,choice,"Anscombe claims that the notion of moral obligation is derived from the concept of:
A. preference.
B. maximizing utility.
C. positive law.
D. divine law.",D
strategyqa_c7b343171ca9bce49241,commonsense,yesno,Could Sainsbury's buy Tesco? Answer yes or no.,no
mmlu_humanities_00155_philosophy,humanities,choice," For Socrates, the belief that ""virtue is knowledge"" is related to his claim that ""the unexamined life is not worth living,"" because he believes that:
A. the unexamined life is one in which we live day to day without asking questions about who we are and why we are here in the first place.
B. the Delphic oracle identified Socrates as the wisest person on earth because he claimed to know nothing.
C. by questioning traditional beliefs, we learn to recognize how some answers seem to be more satisfactory than others.
D. the only way to be a good or worthwhile person is to know how human beings should behave based on universal norms or values.",D
sciq_00072,science,choice,"Blood volume increases substantially during pregnancy, so that by childbirth, it exceeds its preconception volume by 30 percent, or approximately what?
A. 3-5 liters
B. 0-1 liters
C. 1-2 liters
D. 2-3 liters",C
gsm8k_00101,math,number,Ahmed is 11 years old and Fouad is 26 years old. In how many years will Fouad's age be double Ahmed's current age?,4
mmlu_humanities_00022_high_school_world_history,humanities,choice,"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
Which of the following does the poem provide direct evidence for in its discussion of taxation in the third stanza?
A. The Tang Dynasty's strong bureaucracy at the local level
B. The Tang Dynasty's large, standing professional army with no need of conscription
C. Relatively advanced Tang agricultural technologies
D. The relatively high level of urbanization in Tang China",A
